
SetupTitle, ZnO IV
DataValue, -3.2, -4.1375700000000004E-06, 4.13793E-06, -4.13757E-10, 4.13793E-10, 4.1375700000000004E-06, -12.395401898975205
DataValue, -3.19, -4.0805E-06, 4.08074E-06, -4.0805E-10, 4.08074E-10, 4.0805E-06, -12.409291028037114
DataValue, -3.18, -4.02437E-06, 4.0244600000000008E-06, -4.02437E-10, 4.02446E-10, 4.02437E-06, -12.423142181083684
DataValue, -3.17, -3.96958E-06, 3.96959E-06, -3.9695800000000003E-10, 3.9695899999999993E-10, 3.96958E-06, -12.436850262312579
DataValue, -3.16, -3.91439E-06, 3.91446E-06, -3.9143900000000004E-10, 3.9144599999999994E-10, 3.91439E-06, -12.450851051644698
DataValue, -3.15, -3.86006E-06, 3.85995E-06, -3.8600599999999996E-10, 3.85995E-10, 3.86006E-06, -12.464827830566891
DataValue, -3.14, -3.8064700000000003E-06, 3.8058800000000006E-06, -3.80647E-10, 3.80588E-10, 3.8064700000000003E-06, -12.478808307486947
DataValue, -3.13, -3.7533800000000002E-06, 3.7538400000000002E-06, -3.7533799999999995E-10, 3.7538399999999993E-10, 3.7533800000000002E-06, -12.492853790605594
DataValue, -3.12, -3.7022500000000004E-06, 3.7024300000000003E-06, -3.70225E-10, 3.70243E-10, 3.7022500000000004E-06, -12.506569815028799
DataValue, -3.11, -3.6506100000000005E-06, 3.6505000000000005E-06, -3.6506100000000004E-10, 3.6505E-10, 3.6506100000000005E-06, -12.520616281045744
DataValue, -3.1, -3.5993600000000004E-06, 3.5993500000000005E-06, -3.5993599999999997E-10, 3.59935E-10, 3.5993600000000004E-06, -12.53475450608433
DataValue, -3.09, -3.5488700000000005E-06, 3.5492200000000004E-06, -3.5488700000000003E-10, 3.54922E-10, 3.5488700000000005E-06, -12.54888131500744
DataValue, -3.08, -3.4996000000000003E-06, 3.4992900000000003E-06, -3.4995999999999995E-10, 3.49929E-10, 3.4996000000000003E-06, -12.562861881714301
DataValue, -3.0700000000000003, -3.45102E-06, 3.4511300000000003E-06, -3.45102E-10, 3.45113E-10, 3.45102E-06, -12.576840718443584
DataValue, -3.06, -3.40255E-06, 3.4024800000000003E-06, -3.40255E-10, 3.4024799999999997E-10, 3.40255E-06, -12.590985407451612
DataValue, -3.0500000000000003, -3.3544000000000004E-06, 3.3544300000000004E-06, -3.3544000000000003E-10, 3.3544300000000006E-10, 3.3544000000000004E-06, -12.605237641089857
DataValue, -3.04, -3.3074200000000004E-06, 3.3075600000000005E-06, -3.30742E-10, 3.30756E-10, 3.3074200000000004E-06, -12.619342128702581
DataValue, -3.0300000000000002, -3.26063E-06, 3.26057E-06, -3.26063E-10, 3.2605700000000004E-10, 3.26063E-06, -12.633590129722588
DataValue, -3.02, -3.21477E-06, 3.21471E-06, -3.21477E-10, 3.2147099999999993E-10, 3.21477E-06, -12.647754742491628
DataValue, -3.0100000000000002, -3.1691000000000003E-06, 3.16945E-06, -3.1691E-10, 3.16945E-10, 3.1691000000000003E-06, -12.662062922057558
DataValue, -3, -3.1253500000000005E-06, 3.1255000000000004E-06, -3.12535E-10, 3.1255E-10, 3.1253500000000005E-06, -12.67596428104744
DataValue, -2.99, -3.0812400000000005E-06, 3.0808000000000002E-06, -3.08124E-10, 3.0808E-10, 3.0812400000000005E-06, -12.690178444596782
DataValue, -2.98, -3.0375700000000004E-06, 3.0375700000000004E-06, -3.03757E-10, 3.03757E-10, 3.0375700000000004E-06, -12.704452704295656
DataValue, -2.97, -2.9943500000000004E-06, 2.9941000000000003E-06, -2.99435E-10, 2.9941E-10, 2.9943500000000004E-06, -12.718783378331562
DataValue, -2.96, -2.9514700000000005E-06, 2.9516400000000005E-06, -2.9514700000000004E-10, 2.9516400000000003E-10, 2.9514700000000005E-06, -12.73320720664055
DataValue, -2.95, -2.9096900000000004E-06, 2.9095700000000005E-06, -2.9096899999999997E-10, 2.9095699999999997E-10, 2.9096900000000004E-06, -12.747464011665134
DataValue, -2.94, -2.8688600000000003E-06, 2.86879E-06, -2.86886E-10, 2.8687899999999994E-10, 2.8688600000000003E-06, -12.761595819646097
DataValue, -2.93, -2.8276300000000002E-06, 2.82772E-06, -2.82763E-10, 2.8277199999999996E-10, 2.8276300000000002E-06, -12.776071653001552
DataValue, -2.92, -2.7873100000000003E-06, 2.7872E-06, -2.78731E-10, 2.7871999999999994E-10, 2.7873100000000003E-06, -12.79043358493611
DataValue, -2.91, -2.7474800000000002E-06, 2.74746E-06, -2.74748E-10, 2.7474599999999997E-10, 2.7474800000000002E-06, -12.804826430039988
DataValue, -2.9, -2.7080400000000004E-06, 2.7084E-06, -2.70804E-10, 2.7083999999999997E-10, 2.7080400000000004E-06, -12.819285431974592
DataValue, -2.89, -2.66921E-06, 2.66912E-06, -2.66921E-10, 2.66912E-10, 2.66921E-06, -12.833728009483096
DataValue, -2.88, -2.6309600000000005E-06, 2.63055E-06, -2.63096E-10, 2.6305499999999993E-10, 2.6309600000000005E-06, -12.848161759366427
DataValue, -2.87, -2.5936700000000003E-06, 2.59371E-06, -2.59367E-10, 2.5937099999999996E-10, 2.5936700000000003E-06, -12.862436696816562
DataValue, -2.86, -2.55655E-06, 2.5563700000000002E-06, -2.55655E-10, 2.55637E-10, 2.55655E-06, -12.876851864628174
DataValue, -2.85, -2.51939E-06, 2.52008E-06, -2.5193899999999995E-10, 2.5200799999999997E-10, 2.51939E-06, -12.891493749235101
DataValue, -2.84, -2.48372E-06, 2.4838500000000004E-06, -2.4837199999999996E-10, 2.48385E-10, 2.48372E-06, -12.905753121663647
DataValue, -2.83, -2.4478E-06, 2.4474700000000003E-06, -2.4477999999999996E-10, 2.4474700000000003E-10, 2.4478E-06, -12.920320895998174
DataValue, -2.82, -2.4124300000000004E-06, 2.4124000000000004E-06, -2.41243E-10, 2.4124E-10, 2.4124300000000004E-06, -12.934876019698271
DataValue, -2.81, -2.37802E-06, 2.37784E-06, -2.3780199999999996E-10, 2.3778399999999996E-10, 2.37802E-06, -12.94924234930212
DataValue, -2.8000000000000003, -2.3436000000000003E-06, 2.34358E-06, -2.3436E-10, 2.34358E-10, 2.3436000000000003E-06, -12.963822349275777
DataValue, -2.79, -2.3095400000000003E-06, 2.3096900000000002E-06, -2.30954E-10, 2.30969E-10, 2.3095400000000003E-06, -12.978462187459554
DataValue, -2.7800000000000002, -2.2759E-06, 2.2759100000000004E-06, -2.2758999999999999E-10, 2.2759100000000002E-10, 2.2759E-06, -12.993134979396544
DataValue, -2.77, -2.2431200000000003E-06, 2.2431E-06, -2.2431200000000002E-10, 2.2430999999999997E-10, 2.2431200000000003E-06, -13.007642804080181
DataValue, -2.7600000000000002, -2.2106400000000003E-06, 2.21034E-06, -2.21064E-10, 2.2103399999999997E-10, 2.2106400000000003E-06, -13.022228491598321
DataValue, -2.75, -2.1782200000000003E-06, 2.17817E-06, -2.17822E-10, 2.17817E-10, 2.1782200000000003E-06, -13.037002528453671
DataValue, -2.74, -2.1473800000000003E-06, 2.1474600000000004E-06, -2.1473799999999998E-10, 2.1474600000000003E-10, 2.1473800000000003E-06, -13.051262063578273
DataValue, -2.73, -2.11594E-06, 2.11612E-06, -2.11594E-10, 2.1161199999999997E-10, 2.11594E-06, -13.066011399757766
DataValue, -2.72, -2.08531E-06, 2.0852100000000002E-06, -2.0853099999999999E-10, 2.08521E-10, 2.08531E-06, -13.080593032710286
DataValue, -2.71, -2.05498E-06, 2.05495E-06, -2.05498E-10, 2.05495E-10, 2.05498E-06, -13.095244442423534
DataValue, -2.7, -2.0250400000000004E-06, 2.02471E-06, -2.02504E-10, 2.02471E-10, 2.0250400000000004E-06, -13.109921104514442
DataValue, -2.69, -1.9954700000000002E-06, 1.9955200000000003E-06, -1.9954700000000002E-10, 1.9955200000000002E-10, 1.9954700000000002E-06, -13.12463094639674
DataValue, -2.68, -1.9667500000000003E-06, 1.96687E-06, -1.96675E-10, 1.96687E-10, 1.9667500000000003E-06, -13.139128123737059
DataValue, -2.67, -1.9380900000000003E-06, 1.93836E-06, -1.9380900000000002E-10, 1.9383600000000002E-10, 1.9380900000000003E-06, -13.153807605945502
DataValue, -2.66, -1.9097E-06, 1.9099100000000004E-06, -1.9097E-10, 1.9099100000000004E-10, 1.9097E-06, -13.168564396305042
DataValue, -2.65, -1.8820700000000002E-06, 1.8821400000000002E-06, -1.88207E-10, 1.88214E-10, 1.8820700000000002E-06, -13.18313832301882
DataValue, -2.64, -1.8542600000000001E-06, 1.8544900000000001E-06, -1.85426E-10, 1.8544899999999998E-10, 1.8542600000000001E-06, -13.198024863328241
DataValue, -2.63, -1.8269300000000002E-06, 1.8271800000000001E-06, -1.8269300000000002E-10, 1.8271800000000003E-10, 1.8269300000000002E-06, -13.212873595478657
DataValue, -2.62, -1.8003700000000002E-06, 1.8005500000000003E-06, -1.80037E-10, 1.80055E-10, 1.8003700000000002E-06, -13.227518358630247
DataValue, -2.61, -1.7747100000000002E-06, 1.7743200000000002E-06, -1.77471E-10, 1.77432E-10, 1.7747100000000002E-06, -13.241873528666597
DataValue, -2.6, -1.7483300000000003E-06, 1.7486500000000002E-06, -1.74833E-10, 1.74865E-10, 1.7483300000000003E-06, -13.256849511363633
DataValue, -2.59, -1.7227800000000001E-06, 1.7227300000000002E-06, -1.72278E-10, 1.72273E-10, 1.7227800000000001E-06, -13.271571292842431
DataValue, -2.58, -1.6974200000000002E-06, 1.6972700000000003E-06, -1.6974200000000002E-10, 1.69727E-10, 1.6974200000000002E-06, -13.286401106753727
DataValue, -2.57, -1.6724400000000001E-06, 1.6725700000000001E-06, -1.67244E-10, 1.6725699999999997E-10, 1.6724400000000001E-06, -13.301226920026993
DataValue, -2.56, -1.64802E-06, 1.6482100000000002E-06, -1.6480199999999998E-10, 1.6482100000000001E-10, 1.64802E-06, -13.315935990628304
DataValue, -2.5500000000000003, -1.6241600000000002E-06, 1.6243100000000001E-06, -1.6241599999999999E-10, 1.6243099999999998E-10, 1.6241600000000002E-06, -13.33051979891029
DataValue, -2.54, -1.6004900000000001E-06, 1.6002400000000002E-06, -1.6004899999999997E-10, 1.60024E-10, 1.6004900000000001E-06, -13.345200725603498
DataValue, -2.5300000000000002, -1.57683E-06, 1.5766900000000002E-06, -1.57683E-10, 1.5766899999999998E-10, 1.57683E-06, -13.3600940554137
DataValue, -2.52, -1.5537500000000002E-06, 1.5538800000000002E-06, -1.55375E-10, 1.55388E-10, 1.5537500000000002E-06, -13.37483919412149
DataValue, -2.5100000000000002, -1.5309300000000002E-06, 1.53084E-06, -1.53093E-10, 1.53084E-10, 1.5309300000000002E-06, -13.389635164084488
DataValue, -2.5, -1.50808E-06, 1.5082000000000002E-06, -1.5080799999999998E-10, 1.5082000000000003E-10, 1.50808E-06, -13.404673239387755
DataValue, -2.49, -1.4861100000000001E-06, 1.4861500000000002E-06, -1.4861099999999997E-10, 1.48615E-10, 1.4861100000000001E-06, -13.419348590182255
DataValue, -2.48, -1.4644100000000002E-06, 1.46485E-06, -1.46441E-10, 1.4648499999999999E-10, 1.4644100000000002E-06, -13.434058126988328
DataValue, -2.47, -1.4430600000000002E-06, 1.4430200000000001E-06, -1.44306E-10, 1.44302E-10, 1.4430600000000002E-06, -13.448744698995386
DataValue, -2.46, -1.42167E-06, 1.4217E-06, -1.4216699999999999E-10, 1.4216999999999999E-10, 1.42167E-06, -13.463678321025604
DataValue, -2.45, -1.40068E-06, 1.4006400000000002E-06, -1.4006799999999997E-10, 1.4006400000000001E-10, 1.40068E-06, -13.478552724978348
DataValue, -2.44, -1.3797700000000001E-06, 1.37992E-06, -1.37977E-10, 1.37992E-10, 1.3797700000000001E-06, -13.49359373935226
DataValue, -2.43, -1.3594200000000002E-06, 1.3595200000000002E-06, -1.3594200000000002E-10, 1.35952E-10, 1.3594200000000002E-06, -13.508452419768993
DataValue, -2.42, -1.33973E-06, 1.3394600000000002E-06, -1.3397299999999998E-10, 1.33946E-10, 1.33973E-06, -13.523042456841116
DataValue, -2.41, -1.3200800000000002E-06, 1.3201400000000001E-06, -1.32008E-10, 1.32014E-10, 1.3200800000000002E-06, -13.537818217141862
DataValue, -2.4, -1.3006700000000001E-06, 1.30059E-06, -1.30067E-10, 1.30059E-10, 1.3006700000000001E-06, -13.552631041646434
DataValue, -2.39, -1.2815000000000001E-06, 1.28136E-06, -1.2815E-10, 1.28136E-10, 1.2815000000000001E-06, -13.567479291142286
DataValue, -2.38, -1.26245E-06, 1.2622300000000002E-06, -1.2624499999999999E-10, 1.26223E-10, 1.26245E-06, -13.58245628054155
DataValue, -2.37, -1.2437500000000002E-06, 1.2435900000000002E-06, -1.24375E-10, 1.2435900000000002E-10, 1.2437500000000002E-06, -13.597379548473608
DataValue, -2.36, -1.22538E-06, 1.22529E-06, -1.22538E-10, 1.22529E-10, 1.22538E-06, -13.61225955798929
DataValue, -2.35, -1.2075800000000002E-06, 1.2076400000000001E-06, -1.2075800000000001E-10, 1.2076400000000001E-10, 1.2075800000000002E-06, -13.626892201026298
DataValue, -2.34, -1.1897300000000002E-06, 1.1898800000000001E-06, -1.18973E-10, 1.18988E-10, 1.1897300000000002E-06, -13.64178416734074
DataValue, -2.33, -1.17234E-06, 1.1722300000000002E-06, -1.17234E-10, 1.17223E-10, 1.17234E-06, -13.656508806491937
DataValue, -2.32, -1.15501E-06, 1.1550300000000002E-06, -1.1550099999999999E-10, 1.15503E-10, 1.15501E-06, -13.67140155601934
DataValue, -2.31, -1.13776E-06, 1.1375400000000002E-06, -1.13776E-10, 1.13754E-10, 1.13776E-06, -13.686449140811204
DataValue, -2.3000000000000003, -1.1212000000000002E-06, 1.1212000000000002E-06, -1.1212E-10, 1.1212E-10, 1.1212000000000002E-06, -13.701111017655778
DataValue, -2.29, -1.10455E-06, 1.10484E-06, -1.10455E-10, 1.10484E-10, 1.10455E-06, -13.716072545758218
DataValue, -2.2800000000000002, -1.0884500000000001E-06, 1.08844E-06, -1.08845E-10, 1.08844E-10, 1.0884500000000001E-06, -13.730755892099467
DataValue, -2.27, -1.0724700000000001E-06, 1.07246E-06, -1.0724699999999999E-10, 1.0724600000000001E-10, 1.0724700000000001E-06, -13.745546158563435
DataValue, -2.2600000000000002, -1.0563600000000001E-06, 1.05622E-06, -1.0563600000000001E-10, 1.05622E-10, 1.0563600000000001E-06, -13.760681521685596
DataValue, -2.25, -1.0411100000000001E-06, 1.0412800000000002E-06, -1.04111E-10, 1.0412800000000002E-10, 1.0411100000000001E-06, -13.775223106286591
DataValue, -2.24, -1.02565E-06, 1.0255000000000002E-06, -1.02565E-10, 1.0255000000000001E-10, 1.02565E-06, -13.790184000018265
DataValue, -2.23, -1.01043E-06, 1.0105400000000002E-06, -1.01043E-10, 1.01054E-10, 1.01043E-06, -13.805134575139503
DataValue, -2.22, -9.95429E-07, 9.9585000000000017E-07, -9.954289999999998E-11, 9.9585000000000024E-11, 9.95429E-07, -13.82009203692987
DataValue, -2.21, -9.80825E-07, 9.8099000000000016E-07, -9.8082499999999982E-11, 9.809900000000002E-11, 9.80825E-07, -13.834871782692902
DataValue, -2.2, -9.6648099999999988E-07, 9.6656000000000015E-07, -9.6648099999999973E-11, 9.665600000000001E-11, 9.6648099999999988E-07, -13.849604197053079
DataValue, -2.19, -9.5225299999999994E-07, 9.5247000000000011E-07, -9.5225299999999992E-11, 9.5247E-11, 9.5225299999999994E-07, -13.864435081159476
DataValue, -2.18, -9.38096E-07, 9.3809000000000011E-07, -9.3809599999999986E-11, 9.3809000000000014E-11, 9.38096E-07, -13.879413547761343
DataValue, -2.17, -9.24203E-07, 9.2457000000000013E-07, -9.2420299999999982E-11, 9.245700000000001E-11, 9.24203E-07, -13.894334092464876
DataValue, -2.16, -9.1097699999999994E-07, 9.1092000000000006E-07, -9.1097699999999991E-11, 9.1091999999999984E-11, 9.1097699999999994E-07, -13.908748186986502
DataValue, -2.15, -8.9736799999999994E-07, 8.9762000000000012E-07, -8.973679999999998E-11, 8.9762E-11, 8.9736799999999994E-07, -13.92379980260951
DataValue, -2.14, -8.84232E-07, 8.8437000000000008E-07, -8.8423199999999976E-11, 8.8437E-11, 8.84232E-07, -13.938546365302109
DataValue, -2.13, -8.71248E-07, 8.7129000000000007E-07, -8.71248E-11, 8.7129E-11, 8.71248E-07, -13.953339170426681
DataValue, -2.12, -8.58321E-07, 8.5847E-07, -8.5832099999999987E-11, 8.5847E-11, 8.58321E-07, -13.968287681551958
DataValue, -2.11, -8.45761E-07, 8.4586000000000008E-07, -8.4576099999999978E-11, 8.4586E-11, 8.45761E-07, -13.983029023162665
DataValue, -2.1, -8.33499E-07, 8.3363E-07, -8.3349900000000009E-11, 8.3362999999999984E-11, 8.33499E-07, -13.99763333451633
DataValue, -2.09, -8.21251E-07, 8.2138000000000007E-07, -8.21251E-11, 8.2138000000000009E-11, 8.21251E-07, -14.01243704949232
DataValue, -2.08, -8.09185E-07, 8.09255E-07, -8.091849999999999E-11, 8.0925499999999986E-11, 8.09185E-07, -14.027238268651125
DataValue, -2.07, -7.97217E-07, 7.97366E-07, -7.9721699999999983E-11, 7.9736599999999977E-11, 7.97217E-07, -14.042138924198911
DataValue, -2.06, -7.85708E-07, 7.85902E-07, -7.857079999999999E-11, 7.85902E-11, 7.85708E-07, -14.056680614813162
DataValue, -2.05, -7.74239E-07, 7.7413899999999994E-07, -7.7423899999999992E-11, 7.7413899999999984E-11, 7.74239E-07, -14.071385225491408
DataValue, -2.04, -7.6270499999999995E-07, 7.62902E-07, -7.6270499999999977E-11, 7.6290199999999988E-11, 7.6270499999999995E-07, -14.086394512140174
DataValue, -2.0300000000000002, -7.5159E-07, 7.51394E-07, -7.5158999999999993E-11, 7.5139399999999988E-11, 7.5159E-07, -14.101074874445054
DataValue, -2.02, -7.40579E-07, 7.40378E-07, -7.405789999999999E-11, 7.40378E-11, 7.40579E-07, -14.115833524256445
DataValue, -2.0100000000000002, -7.29683E-07, 7.29882E-07, -7.29683E-11, 7.2988199999999993E-11, 7.29683E-07, -14.130655643691664
DataValue, -2, -7.19057E-07, 7.19149E-07, -7.19057E-11, 7.19149E-11, 7.19057E-07, -14.145325205594306
DataValue, -1.99, -7.08577E-07, 7.0831E-07, -7.0857699999999992E-11, 7.0831E-11, 7.08577E-07, -14.160007103410438
DataValue, -1.98, -6.97935E-07, 6.98029E-07, -6.979349999999999E-11, 6.9802899999999988E-11, 6.97935E-07, -14.175139861729443
DataValue, -1.97, -6.88044E-07, 6.88371E-07, -6.8804399999999991E-11, 6.8837099999999985E-11, 6.88044E-07, -14.189413047569632
DataValue, -1.96, -6.77916E-07, 6.7791699999999994E-07, -6.77916E-11, 6.7791699999999992E-11, 6.77916E-07, -14.204242450486797
DataValue, -1.95, -6.67958E-07, 6.68047E-07, -6.67958E-11, 6.6804699999999991E-11, 6.67958E-07, -14.219040539637931
DataValue, -1.94, -6.58301E-07, 6.5809E-07, -6.58301E-11, 6.5809E-11, 6.58301E-07, -14.233603563409478
DataValue, -1.93, -6.48677E-07, 6.48329E-07, -6.48677E-11, 6.4832899999999991E-11, 6.48677E-07, -14.248330932882402
DataValue, -1.92, -6.39325E-07, 6.3965E-07, -6.3932499999999988E-11, 6.3964999999999983E-11, 6.39325E-07, -14.26285290466693
DataValue, -1.9100000000000001, -6.30034E-07, 6.29985E-07, -6.3003399999999987E-11, 6.29985E-11, 6.30034E-07, -14.2774920507631
DataValue, -1.9000000000000001, -6.2076899999999994E-07, 6.20665E-07, -6.2076899999999988E-11, 6.20665E-11, 6.2076899999999994E-07, -14.292306804891235
DataValue, -1.8900000000000001, -6.11659E-07, 6.1157899999999995E-07, -6.1165899999999992E-11, 6.1157899999999988E-11, 6.11659E-07, -14.307090899264347
DataValue, -1.8800000000000001, -6.02643E-07, 6.02921E-07, -6.02643E-11, 6.029209999999999E-11, 6.02643E-07, -14.321940855344987
DataValue, -1.87, -5.94029E-07, 5.94215E-07, -5.940289999999999E-11, 5.9421499999999987E-11, 5.94029E-07, -14.336337697226679
DataValue, -1.86, -5.85301E-07, 5.85258E-07, -5.8530099999999984E-11, 5.8525800000000009E-11, 5.85301E-07, -14.351139592125152
DataValue, -1.85, -5.76713E-07, 5.76726E-07, -5.7671299999999994E-11, 5.7672599999999995E-11, 5.76713E-07, -14.36592109452952
DataValue, -1.84, -5.68329E-07, 5.68177E-07, -5.6832899999999993E-11, 5.6817699999999994E-11, 5.68329E-07, -14.380565360559402
DataValue, -1.83, -5.60191E-07, 5.60188E-07, -5.6019099999999995E-11, 5.6018799999999996E-11, 5.60191E-07, -14.394988039940282
DataValue, -1.82, -5.52172E-07, 5.52133E-07, -5.5217199999999991E-11, 5.52133E-11, 5.52172E-07, -14.40940624500181
DataValue, -1.81, -5.44208E-07, 5.43943E-07, -5.44208E-11, 5.43943E-11, 5.44208E-07, -14.423934310227551
DataValue, -1.8, -5.36337E-07, 5.36199E-07, -5.3633699999999997E-11, 5.3619899999999992E-11, 5.36337E-07, -14.438503142101069
DataValue, -1.79, -5.28434E-07, 5.28578E-07, -5.2843399999999987E-11, 5.2857799999999996E-11, 5.28434E-07, -14.453347921175269
DataValue, -1.78, -5.20978E-07, 5.21113E-07, -5.209779999999999E-11, 5.2111299999999989E-11, 5.20978E-07, -14.467558022572131
DataValue, -1.77, -5.1341599999999994E-07, 5.13465E-07, -5.1341599999999994E-11, 5.13465E-11, 5.1341599999999994E-07, -14.482179404211189
DataValue, -1.76, -5.0598999999999994E-07, 5.05884E-07, -5.059899999999999E-11, 5.0588399999999991E-11, 5.0598999999999994E-07, -14.496748930700083
DataValue, -1.75, -4.98569E-07, 4.98441E-07, -4.985689999999999E-11, 4.9844099999999994E-11, 4.98569E-07, -14.511523841877287
DataValue, -1.74, -4.91457E-07, 4.9128399999999994E-07, -4.9145699999999992E-11, 4.9128399999999984E-11, 4.91457E-07, -14.525891388470251
DataValue, -1.73, -4.84429E-07, 4.84415E-07, -4.84429E-11, 4.844149999999999E-11, 4.84429E-07, -14.540294959181697
DataValue, -1.72, -4.77297E-07, 4.77339E-07, -4.7729699999999994E-11, 4.7733899999999996E-11, 4.77297E-07, -14.555126898309435
DataValue, -1.71, -4.70449E-07, 4.70307E-07, -4.7044899999999992E-11, 4.7030699999999995E-11, 4.70449E-07, -14.569578279120298
DataValue, -1.7, -4.6360099999999997E-07, 4.6356E-07, -4.6360099999999995E-11, 4.6356E-11, 4.6360099999999997E-07, -14.584241568451217
DataValue, -1.69, -4.56954E-07, 4.5683299999999997E-07, -4.5695399999999989E-11, 4.5683299999999996E-11, 4.56954E-07, -14.59868310757355
DataValue, -1.68, -4.50466E-07, 4.50546E-07, -4.50466E-11, 4.50546E-11, 4.50466E-07, -14.612983234444263
DataValue, -1.67, -4.43846E-07, 4.43988E-07, -4.43846E-11, 4.4398799999999995E-11, 4.43846E-07, -14.627788181526313
DataValue, -1.6600000000000001, -4.37553E-07, 4.37598E-07, -4.37553E-11, 4.37598E-11, 4.37553E-07, -14.642067995628803
DataValue, -1.6500000000000001, -4.31225E-07, 4.3129499999999997E-07, -4.3122500000000004E-11, 4.3129499999999993E-11, 4.31225E-07, -14.656635841295719
DataValue, -1.6400000000000001, -4.2503299999999997E-07, 4.24904E-07, -4.2503299999999988E-11, 4.2490399999999992E-11, 4.2503299999999997E-07, -14.671099023977547
DataValue, -1.6300000000000001, -4.18964E-07, 4.18986E-07, -4.1896399999999995E-11, 4.18986E-11, 4.18964E-07, -14.685480839569925
DataValue, -1.62, -4.1298899999999997E-07, 4.13007E-07, -4.1298899999999994E-11, 4.1300699999999993E-11, 4.1298899999999997E-07, -14.699844878722647
DataValue, -1.61, -4.07E-07, 4.07081E-07, -4.0699999999999993E-11, 4.0708099999999996E-11, 4.07E-07, -14.714452651503816
DataValue, -1.6, -4.01199E-07, 4.01057E-07, -4.01199E-11, 4.01057E-11, 4.01199E-07, -14.728808273384169
DataValue, -1.59, -3.95505E-07, 3.95348E-07, -3.95505E-11, 3.9534799999999997E-11, 3.95505E-07, -14.743102407593582
DataValue, -1.58, -3.89877E-07, 3.8984E-07, -3.8987699999999996E-11, 3.8983999999999993E-11, 3.89877E-07, -14.757434532182291
DataValue, -1.57, -3.84179E-07, 3.81855E-07, -3.84179E-11, 3.8185499999999987E-11, 3.84179E-07, -14.772157247137569
DataValue, -1.56, -3.76874E-07, 3.77223E-07, -3.7687399999999993E-11, 3.7722299999999996E-11, 3.76874E-07, -14.79135492286815
DataValue, -1.55, -3.72025E-07, 3.72104E-07, -3.7202499999999994E-11, 3.72104E-11, 3.72025E-07, -14.804304780630297
DataValue, -1.54, -3.66892E-07, 3.67086E-07, -3.6689199999999989E-11, 3.6708599999999995E-11, 3.66892E-07, -14.818198310129242
DataValue, -1.53, -3.6182E-07, 3.6006E-07, -3.6181999999999996E-11, 3.6005999999999992E-11, 3.6182E-07, -14.832118986353295
DataValue, -1.52, -3.55716E-07, 3.55952E-07, -3.5571599999999993E-11, 3.55952E-11, 3.55716E-07, -14.849133177277475
DataValue, -1.51, -3.51017E-07, 3.51146E-07, -3.51017E-11, 3.5114599999999995E-11, 3.51017E-07, -14.862431181604954
DataValue, -1.5, -3.46163E-07, 3.46427E-07, -3.4616299999999996E-11, 3.46427E-11, 3.46163E-07, -14.876356074554741
DataValue, -1.49, -3.41395E-07, 3.3976199999999997E-07, -3.41395E-11, 3.3976199999999992E-11, 3.41395E-07, -14.890225672270354
DataValue, -1.48, -3.35708E-07, 3.35988E-07, -3.3570799999999997E-11, 3.35988E-11, 3.35708E-07, -14.90702410244306
DataValue, -1.47, -3.31361E-07, 3.3128E-07, -3.31361E-11, 3.3128E-11, 3.31361E-07, -14.920057421437926
DataValue, -1.46, -3.26813E-07, 3.27061E-07, -3.2681299999999992E-11, 3.27061E-11, 3.26813E-07, -14.933877695069992
DataValue, -1.45, -3.22273E-07, 3.22262E-07, -3.22273E-11, 3.22262E-11, 3.22273E-07, -14.94786682451657
DataValue, -1.44, -3.17738E-07, 3.17759E-07, -3.1773799999999994E-11, 3.17759E-11, 3.17738E-07, -14.96203869312893
DataValue, -1.43, -3.13216E-07, 3.13233E-07, -3.1321599999999994E-11, 3.1323299999999994E-11, 3.13216E-07, -14.976372788566259
DataValue, -1.42, -3.0899399999999997E-07, 3.08987E-07, -3.0899399999999994E-11, 3.0898699999999991E-11, 3.0899399999999997E-07, -14.989943977712915
DataValue, -1.41, -3.0455999999999997E-07, 3.0454E-07, -3.0455999999999989E-11, 3.0454E-11, 3.0455999999999997E-07, -15.004397724872169
DataValue, -1.4000000000000001, -3.00178E-07, 3.00144E-07, -3.0017799999999994E-11, 3.0014399999999995E-11, 3.00178E-07, -15.018890204909503
DataValue, -1.3900000000000001, -2.95911E-07, 2.96032E-07, -2.9591099999999993E-11, 2.96032E-11, 2.95911E-07, -15.033207103510021
DataValue, -1.3800000000000001, -2.91792E-07, 2.91751E-07, -2.9179199999999993E-11, 2.9175099999999992E-11, 2.91792E-07, -15.047224617271935
DataValue, -1.37, -2.87675E-07, 2.87688E-07, -2.87675E-11, 2.8768799999999997E-11, 2.87675E-07, -15.061434466236889
DataValue, -1.36, -2.83714E-07, 2.83676E-07, -2.8371399999999995E-11, 2.8367599999999996E-11, 2.83714E-07, -15.07529914844646
DataValue, -1.35, -2.79663E-07, 2.79585E-07, -2.7966299999999992E-11, 2.7958499999999996E-11, 2.79663E-07, -15.089680530079509
DataValue, -1.34, -2.75585E-07, 2.7559099999999997E-07, -2.7558500000000003E-11, 2.7559099999999994E-11, 2.75585E-07, -15.104369725993465
DataValue, -1.33, -2.717E-07, 2.70203E-07, -2.7169999999999998E-11, 2.7020299999999996E-11, 2.717E-07, -15.11856732051411
DataValue, -1.32, -2.67046E-07, 2.67248E-07, -2.6704599999999998E-11, 2.6724799999999998E-11, 2.67046E-07, -15.135844908741262
